qKfz(t)(1);Statusflag;qKfz(t)(2);Statusflag;qKfz(t)(3);Statusflag;qPkw(t)(1);Statusflag;qPkw(t)(2);Statusflag;qPkw(t)(3);Statusflag;qLkw(t)(1);Statusflag;qLkw(t)(2);Statusflag;qLkw(t)(3);Statusflag;vKfz(t)(1);Statusflag;vKfz(t)(2);Statusflag;vKfz(t)(3);Statusflag;vPkw(t)(1);Statusflag;vPkw(t)(2);Statusflag;vPkw(t)(3);Statusflag;vLkw(t)(1);Statusflag;vLkw(t)(2);Statusflag;vLkw(t)(3);Statusflag;vgKfz(t)(1);Statusflag;vgKfz(t)(2);Statusflag;vgKfz(t)(3);Statusflag;b(t)(1);Statusflag;b(t)(2);Statusflag;b(t)(3);Statusflag;tNetto(t)(1);Statusflag;tNetto(t)(2);Statusflag;tNetto(t)(3);Statusflag
7757;1;5001;0,97 wMaL ;9773;1;2003;0,97 wMaL nErf ;1003;0,97 wMaL nErf ;4997;0,97 wMaL nErf ;32;1;59;0,97 wMaL ;331;1;61;0,97 wMiL nErf ;127;0,97 wMaL nErf ;199;0,97 wMaL nErf ;47;0,9409 wMiL ;143;1;197;0,97 wMaL ;77;1;68;1;74;1;97;0,9409 wMaL ;97;0,97 wMaL ;97;0,97 wMaL ;53;1;31;0,9409 wMiL ;56;1 Fehl Impl ;103;1 Fehl Impl ;205;1 Fehl Impl ;203;1 Fehl Impl 
6796;1;5001;0,97 wMaL ;4043;1;2003;0,97 wMaL nErf ;1003;0,97 wMaL nErf ;3755;1 nErf ;30;1;59;0,97 wMaL ;288;1;86;1 nErf ;42;1 nErf ;48;1 nErf ;86;1;47;0,97 wMiL ;49;1;61;0,97 wMiL ;89;0,97 wMaL ;61;0,97 wMiL ;97;0,97 wMaL ;83;1;61;0,97 wMiL ;31;0,9409 wMiL ;31;0,9409 wMiL ;31;0,97 wMiL ;228;1 Fehl Impl ;139;1 Fehl Impl ;160;1 Fehl Impl 
8091;1;5001;0,97 wMaL ;6151;1;2003;0,97 wMaL nErf ;1003;0,97 wMaL nErf ;4997;0,97 wMaL nErf ;5;1;59;0,97 wMaL ;185;1;157;0,97 wMaL nErf ;127;0,97 wMaL nErf ;199;0,97 wMaL nErf ;197;0,97 wMaL ;163;0,97 wMaL ;197;0,97 wMaL ;61;0,97 wMiL ;61;0,97 wMiL ;61;0,97 wMiL ;97;0,9409 wMaL ;61;0,97 wMiL ;97;0,97 wMaL ;31;0,97 wMiL ;43;1;31;0,97 wMiL ;200;1 Fehl Impl ;158;1 Fehl Impl ;132;1 Fehl Impl 
7243;1;5001;0,97 wMaL ;4599;1;2003;0,97 wMaL nErf ;1003;0,97 wMaL nErf ;4567;1 nErf ;89;0,97 wMaL ;59;0,97 wMaL ;32;1;144;1 nErf ;127;0,97 wMaL nErf ;31;0,97 wMiL nErf ;153;1;163;0,97 wMaL ;47;0,97 wMiL ;61;0,9409 wMiL ;89;0,97 wMaL ;78;1;61;0,97 wMiL ;61;0,9409 wMiL ;88;1;31;0,97 wMiL ;31;0,9409 wMiL ;34;1;174;1 Fehl Impl ;200;1 Fehl Impl ;3;1
851;1;5001;0,97 wMaL ;1365;1;355;1 nErf ;1003;0,97 wMaL nErf ;1272;1 nErf ;89;0,97 wMaL ;59;0,97 wMaL ;93;1;156;1 nErf ;127;0,97 wMaL nErf ;199;0,97 wMaL nErf ;197;0,97 wMaL ;163;0,97 wMaL ;197;0,97 wMaL ;113;0,97 wMaL ;61;0,97 wMiL ;61;0,97 wMiL ;61;0,9409 wMiL ;97;0,97 wMaL ;97;0,97 wMaL ;31;0,97 wMiL ;42;1;31;0,97 wMiL ;196;1 Fehl Impl ;187;1 Fehl Impl ;164;1 Fehl Impl 
1323;1;2544;1;503;0,97 wMiL ;1149;1 nErf ;1003;0,97 wMaL nErf ;281;1 nErf ;89;0,97 wMaL ;59;0,97 wMaL ;191;1;70;1 nErf ;127;0,97 wMaL nErf ;31;0,97 wMiL nErf ;64;1;163;0,97 wMaL ;47;0,97 wMiL ;111;1;89;0,97 wMaL ;61;0,97 wMiL ;97;0,97 wMaL ;97;0,97 wMaL ;97;0,97 wMaL ;57;1;52;1;31;0,97 wMiL ;57;1;65;1 Fehl Impl ;33;1
7562;1;7562;1 Intp ;2723;1;2664;1 Intp nErf ;7483;1 Fehl Intp Impl nErf ;2664;1 nErf ;79;1;79;1 Intp ;59;1;115;1 Intp nErf ;25;1 Fehl Intp Impl nErf ;115;1 nErf ;116;1 Intp ;24;1 Fehl Intp Impl ;116;1;104;1;104;1 Intp ;73;1;199;1 Fehl Impl ;33;1 Fehl Impl ;3;1 Fehl Impl ;40;1;22;1 Fehl Impl ;26;1 Fehl Impl ;9;1;8;1;211;1 Fehl Impl 
6265;1;6265;1 Intp ;8892;1;8681;1 Fehl Intp Impl nErf ;5911;1 Fehl Intp Impl nErf ;8557;1 Fehl Intp Impl nErf ;211;1 Intp ;354;1 Intp ;211;1;98;1 nErf ;91;1 nErf ;91;1 Intp nErf ;98;1;91;1;91;1 Intp ;94;1;94;1 Intp ;92;1 Intp ;53;1 Fehl Impl ;23;1 Fehl Impl ;117;1 Fehl Impl ;47;1;17;1 Fehl Impl ;32;1;154;1 Fehl Impl ;209;1 Fehl Impl ;235;1 Fehl Impl 
1737;1;2441;1;1705;1;1364;1 nErf ;1364;1 Intp nErf ;1698;1 nErf ;7;1 Intp ;373;1 Intp ;7;1;224;1 Fehl Intp Impl nErf ;36;1 Intp nErf ;153;1 Intp nErf ;225;1 Fehl Intp Impl ;156;1;156;1 Intp ;26;1 Fehl Intp Impl ;69;1;69;1 Intp ;4;1 Fehl Impl ;187;1 Fehl Impl ;141;1 Fehl Impl ;54;1 Fehl Impl ;39;1;32;1;197;1 Fehl Impl ;30;1;157;1 Fehl Impl 
4048;1;1347;1;4030;1;3967;1 Intp nErf ;860;1 nErf ;3967;1 nErf ;63;1 Intp ;99;1 Intp ;63;1;150;1 Intp nErf ;244;1 Fehl Intp Impl nErf ;150;1 nErf ;151;1 Intp ;249;1 Fehl Intp Impl ;151;1;58;1 Fehl Impl ;20;1 Fehl Impl ;91;1;16;1 Fehl Impl ;144;1 Fehl Impl ;91;1;54;1 Fehl Impl ;43;1;56;1 Fehl Impl ;134;1 Fehl Impl ;191;1 Fehl Impl ;92;1 Fehl Impl 
5523;1;5523;1 Intp ;5602;1;5403;1 Fehl Intp Impl nErf ;5128;1 Fehl Intp Impl nErf ;5583;1 Fehl Intp Impl nErf ;199;1 Intp ;395;1 Intp ;199;1;73;1 nErf ;25;1 Fehl Impl nErf ;33;1 nErf ;75;1;75;1 Intp ;25;1 Fehl Intp Impl ;46;1 Fehl Impl ;28;1 Fehl Impl ;120;1;83;1;85;1;96;1;4;1 Fehl Impl ;51;1;24;1 Fehl Impl ;102;1 Fehl Impl ;77;1 Fehl Impl ;225;1 Fehl Impl 
7115;1;7115;1 Intp ;7741;1;7526;1 Fehl Intp Impl nErf ;6742;1 Fehl Intp Impl nErf ;8640;1 Fehl Intp Impl nErf ;215;1 Intp ;373;1 Intp ;215;1;53;1 Intp nErf ;67;1 nErf ;53;1 nErf ;54;1 Intp ;68;1;54;1;99;1;36;1 Fehl Impl ;36;1 Fehl Intp Impl ;169;1 Fehl Impl ;56;1 Fehl Impl ;45;1 Fehl Impl ;49;1;11;1 Fehl Impl ;49;1;39;1;179;1 Fehl Impl ;227;1 Fehl Impl 
5552;1;5552;1 Intp ;8276;1;8137;1 Fehl Intp Impl nErf ;5343;1 Fehl Intp Impl nErf ;5869;1 Fehl Intp Impl nErf ;139;1 Intp ;209;1 Intp ;139;1;147;1 Intp nErf ;27;1 Fehl Impl nErf ;147;1 nErf ;149;1 Intp ;11;1 Fehl Intp Impl ;149;1;60;1 Fehl Impl ;45;1 Fehl Impl ;45;1 Fehl Intp Impl ;154;1 Fehl Impl ;167;1 Fehl Impl ;40;1 Fehl Impl ;57;1 Fehl Impl ;19;1 Fehl Impl ;19;1 Fehl Impl ;238;1 Fehl Impl ;155;1 Fehl Impl ;24;1
1812;1;2439;1;8267;1;1782;1 nErf ;1782;1 Intp nErf ;1997;1 Intp nErf ;30;1;30;1 Intp ;469;1;139;1 nErf ;118;1 nErf ;118;1 Intp nErf ;140;1;129;1;129;1 Intp ;73;1;66;1;66;1 Intp ;61;1;50;1 Fehl Impl ;117;1 Fehl Impl ;15;1 Fehl Impl ;21;1 Fehl Impl ;28;1 Fehl Impl ;133;1 Fehl Impl ;63;1 Fehl Impl ;116;1 Fehl Impl 
9703;1;926;1;1139;1;757;1 Intp nErf ;889;1 nErf ;757;1 nErf ;382;1 Intp ;37;1;382;1;66;1 nErf ;75;1 nErf ;151;1 nErf ;69;1;75;1;194;1;65;1 Intp ;86;1;65;1;81;1;1;1 Fehl Impl ;47;1 Fehl Impl ;15;1 Fehl Impl ;58;1;45;1;83;1 Fehl Impl ;192;1 Fehl Impl ;247;1 Fehl Impl 
6869;1;3702;1;6092;1;6048;1 Fehl Intp Impl nErf ;6480;1 Fehl Intp Impl nErf ;3462;1 Intp nErf ;44;1 Intp ;389;1 Intp ;44;1;70;1 Intp nErf ;84;1 nErf ;70;1 nErf ;216;1 Fehl Impl ;82;1;70;1;53;1 Fehl Impl ;53;1 Fehl Intp Impl ;114;1;130;1 Fehl Impl ;99;1 Fehl Impl ;81;1;21;1 Fehl Impl ;24;1 Fehl Impl ;12;1 Fehl Impl ;154;1 Fehl Impl ;247;1 Fehl Impl ;142;1 Fehl Impl 
5288;1;3807;1;9211;1;8941;1 Fehl Intp Impl nErf ;5107;1 Fehl Intp Impl nErf ;3499;1 Intp nErf ;270;1 Intp ;181;1 Intp ;270;1;99;1 Intp nErf ;93;1 nErf ;99;1 nErf ;99;1 Intp ;91;1;99;1;85;1;85;1 Intp ;100;1;166;1 Fehl Impl ;189;1 Fehl Impl ;150;1 Fehl Impl ;44;1;10;1 Fehl Impl ;3;1 Fehl Impl ;252;1 Fehl Impl ;140;1 Fehl Impl ;23;1
7967;1;3779;1;4863;1;4399;1 Intp nErf ;7845;1 Fehl Intp Impl nErf ;4399;1 nErf ;464;1 Intp ;122;1 Intp ;464;1;167;1 Intp nErf ;104;1 nErf ;167;1 nErf ;44;1 Fehl Impl ;117;1;177;1;30;1 Fehl Impl ;30;1 Fehl Intp Impl ;76;1;67;1;161;1 Fehl Impl ;110;1 Fehl Impl ;57;1 Fehl Impl ;15;1 Fehl Impl ;56;1 Fehl Impl ;197;1 Fehl Impl ;88;1 Fehl Impl ;16;1
8057;1;1255;1;1056;1;569;1 Intp nErf ;923;1 nErf ;569;1 nErf ;487;1 Intp ;403;1 Intp ;487;1;86;1 Intp nErf ;55;1 nErf ;86;1 nErf ;170;1;74;1;156;1;4;1 Fehl Intp Impl ;15;1 Fehl Intp Impl ;2;1 Fehl Intp Impl ;158;1 Fehl Impl ;34;1 Fehl Impl ;15;1 Fehl Impl ;36;1;47;1;21;1 Fehl Impl ;79;1 Fehl Impl ;43;1;170;1 Fehl Impl 
2622;1;2622;1 Intp ;3497;1;3318;1 Intp nErf ;2304;1 Intp nErf ;3318;1 nErf ;179;1 Intp ;318;1 Intp ;179;1;122;1 Intp nErf ;235;1 Fehl Intp Impl nErf ;122;1 nErf ;126;1 Intp ;157;1;126;1;113;1;59;1 Fehl Impl ;59;1 Fehl Intp Impl ;138;1 Fehl Impl ;2;1 Fehl Impl ;6;1 Fehl Impl ;1;1 Fehl Impl ;21;1 Fehl Impl ;22;1 Fehl Impl ;104;1 Fehl Impl ;20;1;45;1
1780;1;177;1 Fehl Impl ;6716;1;1425;1 nErf ;26;1 Fehl Impl nErf ;26;1 Fehl Intp Impl nErf ;340;1 Intp ;355;1 Fehl Intp Impl ;340;1;84;1 nErf ;124;1 nErf ;124;1 Intp nErf ;81;1;81;1 Intp ;253;1 Fehl Intp Impl ;98;1;98;1 Intp ;108;1;37;1 Fehl Impl ;171;1 Fehl Impl ;122;1 Fehl Impl ;24;1 Fehl Impl ;48;1;28;1 Fehl Impl ;81;1 Fehl Impl ;167;1 Fehl Impl ;119;1 Fehl Impl 
8668;1;1840;1;9610;1;9267;1 Fehl Intp Impl nErf ;8177;1 Fehl Intp Impl nErf ;1775;1 Intp nErf ;343;1 Intp ;491;1 Intp ;343;1;192;1 Intp nErf ;203;1 Fehl Intp Impl nErf ;192;1 nErf ;209;1 Fehl Impl ;209;1 Fehl Intp Impl ;196;1;95;1;95;1 Intp ;95;1;129;1 Fehl Impl ;25;1 Fehl Impl ;57;1 Fehl Impl ;36;1;35;1;15;1 Fehl Impl ;132;1 Fehl Impl ;45;1;58;1
1148;1;964;1;5755;1;844;1 nErf ;469;1 nErf ;469;1 Intp nErf ;53;1 Intp ;304;1 Intp ;53;1;71;1 nErf ;57;1 nErf ;57;1 Intp nErf ;62;1;70;1;70;1 Intp ;95;1;45;1 Fehl Impl ;107;1;84;1;139;1 Fehl Impl ;75;1;50;1;39;1;32;1;12;1;232;1 Fehl Impl ;75;1 Fehl Impl 
595;1;595;1 Intp ;9846;1 Intp ;528;1 nErf ;528;1 Intp nErf ;9473;1 Fehl Intp Impl nErf ;67;1;67;1 Intp ;373;1 Intp ;104;1 nErf ;104;1 Intp nErf ;63;1 nErf ;113;1;113;1 Intp ;209;1 Fehl Intp Impl ;37;1 Fehl Impl ;62;1;62;1 Intp ;35;1 Fehl Impl ;198;1 Fehl Impl ;38;1 Fehl Impl ;37;1;20;1 Fehl Impl ;41;1;212;1 Fehl Impl ;46;1;203;1 Fehl Impl 
7616;1;3676;1;9417;1;9402;1 Fehl Intp Impl nErf ;7274;1 Fehl Intp Impl nErf ;3258;1 Intp nErf ;15;1 Intp ;342;1 Intp ;15;1;124;1 Intp nErf ;38;1 Intp nErf ;124;1 nErf ;124;1 Intp ;35;1 Fehl Intp Impl ;124;1;95;1;58;1 Fehl Impl ;58;1 Fehl Intp Impl ;90;1;37;1 Fehl Impl ;131;1 Fehl Impl ;6;1 Fehl Impl ;52;1;57;1 Fehl Impl ;147;1 Fehl Impl ;82;1 Fehl Impl ;116;1 Fehl Impl 
7384;1;7384;1 Intp ;1611;1;1130;1 Intp nErf ;7329;1 Fehl Intp Impl nErf ;1130;1 nErf ;55;1;55;1 Intp ;481;1;140;1 nErf ;121;1 nErf ;41;1 nErf ;141;1;122;1;58;1;1;1 Fehl Intp Impl ;16;1 Fehl Intp Impl ;103;1 Intp ;18;1 Fehl Impl ;116;1 Fehl Impl ;62;1;40;1;27;1 Fehl Impl ;22;1 Fehl Impl ;224;1 Fehl Impl ;126;1 Fehl Impl ;151;1 Fehl Impl 
9863;1;406;1;7967;1;9506;1 nErf ;261;1 nErf ;7905;1 nErf ;357;1;145;1;62;1;35;1 nErf ;94;1 nErf ;62;1 nErf ;34;1;143;1;62;1;60;1;7;1;109;1;1;1;63;1;46;1;53;1;39;1;46;1;89;1 Fehl Impl ;78;1 Fehl Impl ;135;1 Fehl Impl 
9256;1;2590;1;3521;1;9037;1 nErf ;2175;1 nErf ;3068;1 nErf ;219;1;415;1;453;1;97;1 nErf ;128;1 nErf ;172;1 nErf ;99;1;138;1;181;1;31;1;73;1;112;1;120;1;47;1;86;1;47;1;16;1;17;1;79;1 Fehl Impl ;7;1;34;1
9039;1;6236;1;7703;1;8730;1 nErf ;6122;1 nErf ;7283;1 nErf ;309;1;114;1;420;1;179;1 nErf ;209;1 nErf ;155;1 nErf ;182;1;212;1;160;1;89;1;75;1;72;1;155;1;196;1;24;1;19;1;17;1;55;1 Fehl Impl ;79;1 Fehl Impl ;127;1 Fehl Impl ;64;1 Fehl Impl 
5450;1;5988;1;3519;1;5130;1 nErf ;5488;1 nErf ;3301;1 nErf ;320;1;500;1;218;1;185;1 nErf ;21;1 nErf ;193;1 nErf ;192;1;14;1;204;1;72;1;103;1;21;1;189;1;22;1;20;1;5;1;21;1;8;1;48;1;76;1 Fehl Impl ;33;1
5008;1;5810;1;3300;1;4732;1 nErf ;5695;1 nErf ;3188;1 nErf ;276;1;115;1;112;1;64;1 nErf ;75;1 nErf ;84;1 nErf ;62;1;74;1;83;1;105;1;106;1;103;1;36;1;97;1;84;1;55;1;59;1;44;1;228;1 Fehl Impl ;93;1 Fehl Impl ;70;1 Fehl Impl 
6750;1;668;1;307;1;6554;1 nErf ;628;1 nErf ;145;1 nErf ;196;1;40;1;162;1;128;1 nErf ;208;1 nErf ;124;1 nErf ;129;1;219;1;171;1;82;1;32;1;82;1;40;1;8;1;79;1;45;1;53;1 Fehl Impl ;3;1;93;1 Fehl Impl ;5;1;131;1 Fehl Impl 
4898;1;3453;1;1109;1;4854;1 nErf ;3009;1 nErf ;829;1 nErf ;44;1;444;1;280;1;85;1 nErf ;190;1 nErf ;71;1 nErf ;85;1;214;1;62;1;40;1;31;1;98;1;102;1;171;1;31;1;23;1;34;1;26;1;206;1 Fehl Impl ;62;1 Fehl Impl ;49;1
1458;1;7037;1;5614;1;966;1 nErf ;6576;1 nErf ;5132;1 nErf ;492;1;461;1;482;1;46;1 nErf ;185;1 nErf ;30;1 nErf ;20;1;191;1;28;1;97;1;107;1;56;1;78;1;179;1;81;1;13;1;19;1;34;1;121;1 Fehl Impl ;54;1;62;1 Fehl Impl 
9237;1 Intp ;3416;1;9237;1;8883;1 Intp nErf ;3254;1 nErf ;8883;1 nErf ;354;1 Intp ;162;1;354;1;104;1 nErf ;54;1 nErf ;2;1 nErf ;1;1 Intp ;53;1;1;1;84;1;80;1;27;1;32;1;1;1;34;1;48;1;13;1;59;1;74;1 Fehl Impl ;82;1 Fehl Impl ;123;1 Fehl Impl 
7963;1;9052;1;8357;1;7537;1 nErf ;8806;1 nErf ;8240;1 nErf ;426;1;246;1;117;1;231;1 nErf ;146;1 nErf ;152;1 nErf ;239;1;149;1;153;1;88;1;40;1;84;1;122;1;96;1;5;1;26;1;55;1 Fehl Impl ;45;1;130;1 Fehl Impl ;171;1 Fehl Impl ;18;1
6716;1;4321;1;1824;1;6681;1 nErf ;3964;1 nErf ;1818;1 nErf ;35;1;357;1;6;1;137;1 nErf ;172;1 nErf ;50;1 nErf ;137;1;181;1;50;1;118;1;77;1;111;1;90;1;142;1;102;1;46;1;34;1;33;1;9;1;219;1 Fehl Impl ;105;1 Fehl Impl 
7317;1;7484;1;1550;1;7251;1 nErf ;7077;1 nErf ;1443;1 nErf ;66;1;407;1;107;1;116;1 nErf ;126;1 nErf ;18;1 nErf ;117;1;131;1;18;1;23;1;46;1;12;1;96;1;84;1;80;1;35;1;54;1 Fehl Impl ;9;1;227;1 Fehl Impl ;54;1;130;1 Fehl Impl 
5845;1;9573;1;9152;1;5494;1 nErf ;9123;1 nErf ;8805;1 nErf ;351;1;450;1;347;1;215;1 nErf ;60;1 nErf ;132;1 nErf ;228;1;58;1;137;1;4;1;110;1;3;1;184;1;95;1;111;1;47;1;1;1;1;1;133;1 Fehl Impl ;10;1;21;1
1522;1;8097;1;9520;1;1257;1 nErf ;7622;1 nErf ;9307;1 nErf ;265;1;475;1;213;1;90;1 nErf ;63;1 nErf ;57;1 nErf ;92;1;64;1;57;1;80;1;49;1;48;1;185;1;23;1;123;1;14;1;8;1;51;1;9;1;133;1 Fehl Impl ;155;1 Fehl Impl 
8922;1;4578;1;3366;1;8674;1 nErf ;4097;1 nErf ;2896;1 nErf ;248;1;481;1;470;1;16;1 nErf ;130;1 nErf ;93;1 nErf ;16;1;144;1;93;1;22;1;11;1;91;1;141;1;43;1;18;1;14;1;21;1;19;1;218;1 Fehl Impl ;220;1 Fehl Impl ;78;1 Fehl Impl 
3778;1;4714;1;8574;1;3496;1 nErf ;4385;1 nErf ;8517;1 nErf ;282;1;329;1;57;1;205;1 nErf ;83;1 nErf ;106;1 nErf ;219;1;84;1;106;1;33;1;71;1;112;1;33;1;7;1;49;1;22;1;33;1;38;1;28;1;229;1 Fehl Impl ;209;1 Fehl Impl 
2005;1;3350;1;2918;1;1990;1 nErf ;3230;1 nErf ;2715;1 nErf ;15;1;120;1;203;1;148;1 nErf ;216;1 nErf ;15;1 nErf ;148;1;221;1;15;1;120;1;92;1;18;1;60;1;36;1;120;1;30;1;24;1;5;1;74;1 Fehl Impl ;209;1 Fehl Impl ;157;1 Fehl Impl 
2058;1;1948;1;4360;1;1859;1 nErf ;1741;1 nErf ;4013;1 nErf ;199;1;207;1;347;1;46;1 nErf ;97;1 nErf ;133;1 nErf ;43;1;98;1;142;1;73;1;85;1;33;1;7;1;102;1;134;1;13;1;38;1;19;1;32;1;208;1 Fehl Impl ;58;1
3340;1;2727;1;8499;1;3253;1 nErf ;2309;1 nErf ;8493;1 nErf ;87;1;418;1;6;1;112;1 nErf ;24;1 nErf ;227;1 nErf ;113;1;17;1;227;1;68;1;64;1;119;1;176;1;188;1;55;1;5;1;32;1;11;1;90;1 Fehl Impl ;131;1 Fehl Impl ;202;1 Fehl Impl 
3251;1;5391;1;5391;1 Intp ;3171;1 nErf ;5336;1 nErf ;5336;1 Intp nErf ;80;1;55;1;55;1 Intp ;31;1 nErf ;235;1 nErf ;2990;1 nErf ;31;1;237;1;237;1 Intp ;46;1;62;1;115;1;72;1;151;1;139;1;44;1;52;1;16;1;118;1 Fehl Impl ;246;1 Fehl Impl ;65;1 Fehl Impl 
