qKfz(t)(1);Statusflag;qKfz(t)(2);Statusflag;qKfz(t)(3);Statusflag;qPkw(t)(1);Statusflag;qPkw(t)(2);Statusflag;qPkw(t)(3);Statusflag;qLkw(t)(1);Statusflag;qLkw(t)(2);Statusflag;qLkw(t)(3);Statusflag;vKfz(t)(1);Statusflag;vKfz(t)(2);Statusflag;vKfz(t)(3);Statusflag;vPkw(t)(1);Statusflag;vPkw(t)(2);Statusflag;vPkw(t)(3);Statusflag;vLkw(t)(1);Statusflag;vLkw(t)(2);Statusflag;vLkw(t)(3);Statusflag;vgKfz(t)(1);Statusflag;vgKfz(t)(2);Statusflag;vgKfz(t)(3);Statusflag;b(t)(1);Statusflag;b(t)(2);Statusflag;b(t)(3);Statusflag;tNetto(t)(1);Statusflag;tNetto(t)(2);Statusflag;tNetto(t)(3);Statusflag
6869;1;3702;1;6092;1;6480;1 nErf ;3462;1 nErf ;6048;1 nErf ;389;1;240;1;44;1;207;1 nErf ;84;1 nErf ;70;1 nErf ;216;1;82;1;70;1;53;1;116;1;114;1;130;1;99;1;81;1;21;1;24;1;12;1;154;1 Fehl Impl ;247;1 Fehl Impl ;142;1 Fehl Impl 
5288;1;3807;1;9211;1;5107;1 nErf ;3499;1 nErf ;8941;1 nErf ;181;1;308;1;270;1;246;1 nErf ;93;1 nErf ;99;1 nErf ;252;1;91;1;99;1;85;1;118;1;100;1;166;1;189;1;150;1;44;1;10;1;3;1;252;1 Fehl Impl ;140;1 Fehl Impl ;23;1
7967;1;3779;1 Fehl Impl ;4863;1;7845;1 nErf ;3358;1 Fehl Impl nErf ;4399;1 nErf ;122;1;421;1 Fehl Impl ;464;1;44;1 nErf ;104;1 Fehl Impl nErf ;167;1 nErf ;44;1;117;1 Fehl Impl ;177;1;30;1;0;1 Fehl Impl ;76;1;67;1;161;1 Fehl Impl ;110;1;57;1;15;1 Fehl Impl ;56;1 Fehl Impl ;197;1 Fehl Impl ;88;1 Fehl Impl ;16;1
8057;1;1255;1;1056;1;7654;1 nErf ;923;1 nErf ;569;1 nErf ;403;1;332;1;487;1;162;1 nErf ;55;1 nErf ;86;1 nErf ;170;1;74;1;156;1;15;1;2;1;4;1;158;1;34;1;15;1;36;1;47;1;21;1;79;1 Fehl Impl ;43;1;170;1 Fehl Impl 
2622;1;6877;1;3497;1;2304;1 nErf ;6386;1 nErf ;3318;1 nErf ;318;1;491;1;179;1;235;1 nErf ;150;1 nErf ;122;1 nErf ;252;1;157;1;126;1;113;1;59;1;51;1;138;1;2;1;6;1;1;1;21;1;22;1;104;1 Fehl Impl ;20;1;45;1
1780;1;177;1;6716;1;1425;1 nErf ;26;1 nErf ;6376;1 nErf ;355;1;151;1;340;1;84;1 nErf ;124;1 nErf ;234;1 nErf ;81;1;253;1;241;1;98;1;102;1;108;1;37;1;171;1;122;1;24;1;48;1;28;1;81;1 Fehl Impl ;167;1 Fehl Impl ;119;1 Fehl Impl 
8668;1;1840;1;9610;1;8177;1 nErf ;1775;1 nErf ;9267;1 nErf ;491;1;65;1;343;1;203;1 nErf ;225;1 nErf ;192;1 nErf ;209;1;229;1;196;1;95;1;109;1;95;1;129;1;25;1;57;1;36;1;35;1;15;1;132;1 Fehl Impl ;45;1;58;1
1148;1;964;1;5755;1;844;1 nErf ;469;1 nErf ;5702;1 nErf ;304;1;495;1;53;1;71;1 nErf ;57;1 nErf ;210;1 nErf ;62;1;70;1;211;1;95;1;45;1;107;1;84;1;139;1;75;1;50;1;39;1;32;1;12;1;232;1 Fehl Impl ;75;1 Fehl Impl 
595;1;9846;1;417;1 Fehl Impl ;528;1 nErf ;9473;1 nErf ;-2;1 Fehl Impl nErf ;67;1;373;1;495;1 Fehl Impl ;104;1 nErf ;203;1 nErf ;62;1 Fehl Impl nErf ;113;1;209;1;87;1 Fehl Impl ;37;1;62;1;53;1 Fehl Impl ;35;1;198;1;38;1 Fehl Impl ;37;1;20;1;41;1 Fehl Impl ;212;1 Fehl Impl ;46;1;203;1 Fehl Impl 
7616;1;3676;1;9417;1;7274;1 nErf ;3258;1 nErf ;9402;1 nErf ;342;1;418;1;15;1;38;1 nErf ;189;1 nErf ;124;1 nErf ;35;1;206;1;124;1;95;1;58;1;31;1;90;1;37;1;131;1;6;1;52;1;57;1 Fehl Impl ;147;1 Fehl Impl ;82;1 Fehl Impl ;116;1 Fehl Impl 
7384;1;8055;1;1611;1;7329;1 nErf ;7624;1 nErf ;1130;1 nErf ;55;1;431;1;481;1;140;1 nErf ;121;1 nErf ;41;1 nErf ;141;1;122;1;58;1;16;1;103;1;1;1;18;1;116;1;62;1;40;1;27;1;22;1;224;1 Fehl Impl ;126;1 Fehl Impl ;151;1 Fehl Impl 
9863;1;406;1;7967;1;9506;1 nErf ;261;1 nErf ;7905;1 nErf ;357;1;145;1;62;1;35;1 nErf ;94;1 nErf ;62;1 nErf ;34;1;143;1;62;1;60;1;7;1;109;1;1;1;63;1;46;1;53;1;39;1;46;1;89;1 Fehl Impl ;78;1 Fehl Impl ;135;1 Fehl Impl 
9256;1;2590;1;3521;1;9037;1 nErf ;2175;1 nErf ;3068;1 nErf ;219;1;415;1;453;1;97;1 nErf ;128;1 nErf ;172;1 nErf ;99;1;138;1;181;1;31;1;73;1;112;1;120;1;47;1;86;1;47;1;16;1;17;1;79;1 Fehl Impl ;7;1;34;1
9039;1;6236;1;7703;1;8730;1 nErf ;6122;1 nErf ;7283;1 nErf ;309;1;114;1;420;1;179;1 nErf ;209;1 nErf ;155;1 nErf ;182;1;212;1;160;1;89;1;75;1;72;1;155;1;196;1;24;1;19;1;17;1;55;1 Fehl Impl ;79;1 Fehl Impl ;127;1 Fehl Impl ;64;1 Fehl Impl 
5450;1;5988;1;3519;1;5130;1 nErf ;5488;1 nErf ;3301;1 nErf ;320;1;500;1;218;1;185;1 nErf ;21;1 nErf ;193;1 nErf ;192;1;14;1;204;1;72;1;103;1;21;1;189;1;22;1;20;1;5;1;21;1;8;1;48;1;76;1 Fehl Impl ;33;1
5008;1;5810;1;3300;1;4732;1 nErf ;5695;1 nErf ;3188;1 nErf ;276;1;115;1;112;1;64;1 nErf ;75;1 nErf ;84;1 nErf ;62;1;74;1;83;1;105;1;106;1;103;1;36;1;97;1;84;1;55;1;59;1;44;1;228;1 Fehl Impl ;93;1 Fehl Impl ;70;1 Fehl Impl 
6750;1;668;1;307;1;6554;1 nErf ;628;1 nErf ;145;1 nErf ;196;1;40;1;162;1;128;1 nErf ;208;1 nErf ;124;1 nErf ;129;1;219;1;171;1;82;1;32;1;82;1;40;1;8;1;79;1;45;1;53;1 Fehl Impl ;3;1;93;1 Fehl Impl ;5;1;131;1 Fehl Impl 
4898;1;3453;1;1109;1;4854;1 nErf ;3009;1 nErf ;829;1 nErf ;44;1;444;1;280;1;85;1 nErf ;190;1 nErf ;71;1 nErf ;85;1;214;1;62;1;40;1;31;1;98;1;102;1;171;1;31;1;23;1;34;1;26;1;206;1 Fehl Impl ;62;1 Fehl Impl ;49;1
1458;1;7037;1;5614;1;966;1 nErf ;6576;1 nErf ;5132;1 nErf ;492;1;461;1;482;1;46;1 nErf ;185;1 nErf ;30;1 nErf ;20;1;191;1;28;1;97;1;107;1;56;1;78;1;179;1;81;1;13;1;19;1;34;1;121;1 Fehl Impl ;54;1;62;1 Fehl Impl 
380;1 Fehl Impl ;3416;1;9237;1;-2;1 Fehl Impl nErf ;3254;1 nErf ;8883;1 nErf ;472;1 Fehl Impl ;162;1;354;1;104;1 Fehl Impl nErf ;54;1 nErf ;2;1 nErf ;120;1 Fehl Impl ;53;1;1;1;84;1 Fehl Impl ;80;1;27;1;32;1 Fehl Impl ;1;1;34;1;48;1 Fehl Impl ;13;1;59;1;74;1 Fehl Impl ;82;1 Fehl Impl ;123;1 Fehl Impl 
7963;1;9052;1;8357;1;7537;1 nErf ;8806;1 nErf ;8240;1 nErf ;426;1;246;1;117;1;231;1 nErf ;146;1 nErf ;152;1 nErf ;239;1;149;1;153;1;88;1;40;1;84;1;122;1;96;1;5;1;26;1;55;1 Fehl Impl ;45;1;130;1 Fehl Impl ;171;1 Fehl Impl ;18;1
6716;1;4321;1;1824;1;6681;1 nErf ;3964;1 nErf ;1818;1 nErf ;35;1;357;1;6;1;137;1 nErf ;172;1 nErf ;50;1 nErf ;137;1;181;1;50;1;118;1;77;1;111;1;90;1;142;1;102;1;46;1;34;1;33;1;9;1;219;1 Fehl Impl ;105;1 Fehl Impl 
7317;1;7484;1;1550;1;7251;1 nErf ;7077;1 nErf ;1443;1 nErf ;66;1;407;1;107;1;116;1 nErf ;126;1 nErf ;18;1 nErf ;117;1;131;1;18;1;23;1;46;1;12;1;96;1;84;1;80;1;35;1;54;1 Fehl Impl ;9;1;227;1 Fehl Impl ;54;1;130;1 Fehl Impl 
5845;1;9573;1;9152;1;5494;1 nErf ;9123;1 nErf ;8805;1 nErf ;351;1;450;1;347;1;215;1 nErf ;60;1 nErf ;132;1 nErf ;228;1;58;1;137;1;4;1;110;1;3;1;184;1;95;1;111;1;47;1;1;1;1;1;133;1 Fehl Impl ;10;1;21;1
1522;1;8097;1;9520;1;1257;1 nErf ;7622;1 nErf ;9307;1 nErf ;265;1;475;1;213;1;90;1 nErf ;63;1 nErf ;57;1 nErf ;92;1;64;1;57;1;80;1;49;1;48;1;185;1;23;1;123;1;14;1;8;1;51;1;9;1;133;1 Fehl Impl ;155;1 Fehl Impl 
8922;1;4578;1;3366;1;8674;1 nErf ;4097;1 nErf ;2896;1 nErf ;248;1;481;1;470;1;16;1 nErf ;130;1 nErf ;93;1 nErf ;16;1;144;1;93;1;22;1;11;1;91;1;141;1;43;1;18;1;14;1;21;1;19;1;218;1 Fehl Impl ;220;1 Fehl Impl ;78;1 Fehl Impl 
3778;1;4714;1;8574;1;3496;1 nErf ;4385;1 nErf ;8517;1 nErf ;282;1;329;1;57;1;205;1 nErf ;83;1 nErf ;106;1 nErf ;219;1;84;1;106;1;33;1;71;1;112;1;33;1;7;1;49;1;22;1;33;1;38;1;28;1;229;1 Fehl Impl ;209;1 Fehl Impl 
2005;1;3350;1;2918;1;1990;1 nErf ;3230;1 nErf ;2715;1 nErf ;15;1;120;1;203;1;148;1 nErf ;216;1 nErf ;15;1 nErf ;148;1;221;1;15;1;120;1;92;1;18;1;60;1;36;1;120;1;30;1;24;1;5;1;74;1 Fehl Impl ;209;1 Fehl Impl ;157;1 Fehl Impl 
2058;1;1948;1;4360;1;1859;1 nErf ;1741;1 nErf ;4013;1 nErf ;199;1;207;1;347;1;46;1 nErf ;97;1 nErf ;133;1 nErf ;43;1;98;1;142;1;73;1;85;1;33;1;7;1;102;1;134;1;13;1;38;1;19;1;32;1;208;1 Fehl Impl ;58;1
3340;1;2727;1;8499;1;3253;1 nErf ;2309;1 nErf ;8493;1 nErf ;87;1;418;1;6;1;112;1 nErf ;24;1 nErf ;227;1 nErf ;113;1;17;1;227;1;68;1;64;1;119;1;176;1;188;1;55;1;5;1;32;1;11;1;90;1 Fehl Impl ;131;1 Fehl Impl ;202;1 Fehl Impl 
3251;1;5391;1;19;1 Fehl Impl ;3171;1 nErf ;5336;1 nErf ;-2;1 Fehl Impl nErf ;80;1;55;1;494;1 Fehl Impl ;31;1 nErf ;235;1 nErf ;2973;1 Fehl Impl nErf ;31;1;237;1;160;1 Fehl Impl ;46;1;62;1;115;1 Fehl Impl ;72;1;151;1;139;1 Fehl Impl ;44;1;52;1;16;1 Fehl Impl ;118;1 Fehl Impl ;246;1 Fehl Impl ;65;1 Fehl Impl 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
