qKfz(t)(1);Statusflag;qKfz(t)(2);Statusflag;qKfz(t)(3);Statusflag;qPkw(t)(1);Statusflag;qPkw(t)(2);Statusflag;qPkw(t)(3);Statusflag;qLkw(t)(1);Statusflag;qLkw(t)(2);Statusflag;qLkw(t)(3);Statusflag;vKfz(t)(1);Statusflag;vKfz(t)(2);Statusflag;vKfz(t)(3);Statusflag;vPkw(t)(1);Statusflag;vPkw(t)(2);Statusflag;vPkw(t)(3);Statusflag;vLkw(t)(1);Statusflag;vLkw(t)(2);Statusflag;vLkw(t)(3);Statusflag;vgKfz(t)(1);Statusflag;vgKfz(t)(2);Statusflag;vgKfz(t)(3);Statusflag;b(t)(1);Statusflag;b(t)(2);Statusflag;b(t)(3);Statusflag;tNetto(t)(1);Statusflag;tNetto(t)(2);Statusflag;tNetto(t)(3);Statusflag
7384;1;-2;0 Fehl Impl ;1611;1;7329;1 nErf ;7624;1 nErf ;1130;1 nErf ;55;1;-2;0 Fehl Impl ;481;1;140;1 nErf ;121;1 nErf ;41;1 nErf ;141;1;122;1;58;1;16;1;103;1;1;1;18;1;116;1;62;1;40;1;27;1;22;1;224;1;126;1;151;1
9863;1;406;1;7967;1;9506;1 nErf ;261;1 nErf ;7905;1 nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;62;1;35;1 nErf ;94;1 nErf ;62;1 nErf ;34;1;143;1;62;1;60;1;7;1;109;1;1;1;63;1;46;1;53;1;39;1;46;1;89;1;78;1;135;1
9256;1;2590;1;3521;1;9037;1 nErf ;2175;1 nErf ;3068;1 nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;453;1;97;1 nErf ;128;1 nErf ;172;1 nErf ;99;1;138;1;181;1;31;1;73;1;112;1;120;1;47;1;86;1;47;1;16;1;17;1;79;1;7;1;34;1
9039;1;-2;0 Fehl Impl ;7703;1;8730;1 nErf ;6122;1 nErf ;7283;1 nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;420;1;179;1 nErf ;209;1 nErf ;155;1 nErf ;182;1;212;1;160;1;89;1;75;1;72;1;155;1;196;1;24;1;19;1;17;1;55;1;79;1;127;1;64;1
5450;1;-2;0 Fehl Impl ;3519;1;5130;1 nErf ;5488;1 nErf ;3301;1 nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;218;1;185;1 nErf ;21;1 nErf ;193;1 nErf ;192;1;14;1;204;1;72;1;103;1;21;1;189;1;22;1;20;1;5;1;21;1;8;1;48;1;76;1;33;1
5008;1;-2;0 Fehl Impl ;3300;1;4732;1 nErf ;5695;1 nErf ;3188;1 nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;112;1;64;1 nErf ;75;1 nErf ;84;1 nErf ;62;1;74;1;83;1;105;1;106;1;103;1;36;1;97;1;84;1;55;1;59;1;44;1;228;1;93;1;70;1
6750;1;668;1;307;1;6554;1 nErf ;628;1 nErf ;145;1 nErf ;-2;0 Fehl Impl ;40;1;162;1;128;1 nErf ;208;1 nErf ;124;1 nErf ;129;1;219;1;171;1;82;1;32;1;82;1;40;1;8;1;79;1;45;1;53;1;3;1;93;1;5;1;131;1
4898;1;3453;1;1109;1;4854;1 nErf ;3009;1 nErf ;829;1 nErf ;44;1;-2;0 Fehl Impl ;280;1;85;1 nErf ;190;1 nErf ;71;1 nErf ;85;1;214;1;62;1;40;1;31;1;98;1;102;1;171;1;31;1;23;1;34;1;26;1;206;1;62;1;49;1
1458;1;-2;0 Fehl Impl ;5614;1;966;1 nErf ;6576;1 nErf ;5132;1 nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;482;1;46;1 nErf ;185;1 nErf ;30;1 nErf ;20;1;191;1;28;1;97;1;107;1;56;1;78;1;179;1;81;1;13;1;19;1;34;1;121;1;54;1;62;1
-2;0 Impl ;3416;1;9237;1;-1;0 nErm nErf ;3254;1 nErf ;8883;1 nErf ;-2;0 Impl ;-2;0 Fehl Impl ;354;1;-1;0 nErm nErf ;54;1 nErf ;2;1 nErf ;120;1;53;1;1;1;84;1;80;1;27;1;32;1;1;1;34;1;48;1;13;1;59;1;74;1;82;1;123;1
7963;1;-2;0 Fehl Impl ;8357;1;7537;1 nErf ;8806;1 nErf ;8240;1 nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;117;1;231;1 nErf ;146;1 nErf ;152;1 nErf ;239;1;149;1;153;1;88;1;40;1;84;1;122;1;96;1;5;1;26;1;55;1;45;1;130;1;171;1;18;1
6716;1;4321;1;1824;1;6681;1 nErf ;3964;1 nErf ;1818;1 nErf ;35;1;-2;0 Fehl Impl ;6;1;137;1 nErf ;172;1 nErf ;50;1 nErf ;137;1;181;1;50;1;118;1;77;1;111;1;90;1;142;1;102;1;46;1;34;1;33;1;9;1;219;1;105;1
7317;1;-2;0 Fehl Impl ;1550;1;7251;1 nErf ;7077;1 nErf ;1443;1 nErf ;66;1;-2;0 Fehl Impl ;107;1;116;1 nErf ;126;1 nErf ;18;1 nErf ;117;1;131;1;18;1;23;1;46;1;12;1;96;1;84;1;80;1;35;1;54;1;9;1;227;1;54;1;130;1
5845;1;-2;0 Fehl Impl ;9152;1;5494;1 nErf ;9123;1 nErf ;8805;1 nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;347;1;215;1 nErf ;60;1 nErf ;132;1 nErf ;228;1;58;1;137;1;4;1;110;1;3;1;184;1;95;1;111;1;47;1;1;1;1;1;133;1;10;1;21;1
1522;1;-2;0 Fehl Impl ;9520;1;1257;1 nErf ;7622;1 nErf ;9307;1 nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;213;1;90;1 nErf ;63;1 nErf ;57;1 nErf ;92;1;64;1;57;1;80;1;49;1;48;1;185;1;23;1;123;1;14;1;8;1;51;1;9;1;133;1;155;1
8922;1;4578;1;3366;1;8674;1 nErf ;4097;1 nErf ;2896;1 nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;470;1;16;1 nErf ;130;1 nErf ;93;1 nErf ;16;1;144;1;93;1;22;1;11;1;91;1;141;1;43;1;18;1;14;1;21;1;19;1;218;1;220;1;78;1
3778;1;4714;1;8574;1;3496;1 nErf ;4385;1 nErf ;8517;1 nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;57;1;205;1 nErf ;83;1 nErf ;106;1 nErf ;219;1;84;1;106;1;33;1;71;1;112;1;33;1;7;1;49;1;22;1;33;1;38;1;28;1;229;1;209;1
2005;1;3350;1;2918;1;1990;1 nErf ;3230;1 nErf ;2715;1 nErf ;15;1;-2;0 Fehl Impl ;203;1;148;1 nErf ;216;1 nErf ;15;1 nErf ;148;1;221;1;15;1;120;1;92;1;18;1;60;1;36;1;120;1;30;1;24;1;5;1;74;1;209;1;157;1
2058;1;1948;1;4360;1;1859;1 nErf ;1741;1 nErf ;4013;1 nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;347;1;46;1 nErf ;97;1 nErf ;133;1 nErf ;43;1;98;1;142;1;73;1;85;1;33;1;7;1;102;1;134;1;13;1;38;1;19;1;32;1;208;1;58;1
3340;1;2727;1;8499;1;3253;1 nErf ;2309;1 nErf ;8493;1 nErf ;87;1;-2;0 Fehl Impl ;6;1;112;1 nErf ;24;1 nErf ;227;1 nErf ;113;1;17;1;227;1;68;1;64;1;119;1;176;1;188;1;55;1;5;1;32;1;11;1;90;1;131;1;202;1
3251;1;-2;0 Fehl Impl ;-2;0 Impl ;3171;1 nErf ;5336;1 nErf ;-1;0 nErm nErf ;80;1;55;1;-2;0 Impl ;31;1 nErf ;235;1 nErf ;-1;0 nErm nErf ;31;1;237;1;160;1;46;1;62;1;115;1;72;1;151;1;139;1;44;1;52;1;16;1;118;1;246;1;65;1
