qKfz(t)(1);Statusflag;qKfz(t)(2);Statusflag;qKfz(t)(3);Statusflag;qPkw(t)(1);Statusflag;qPkw(t)(2);Statusflag;qPkw(t)(3);Statusflag;qLkw(t)(1);Statusflag;qLkw(t)(2);Statusflag;qLkw(t)(3);Statusflag;vKfz(t)(1);Statusflag;vKfz(t)(2);Statusflag;vKfz(t)(3);Statusflag;vPkw(t)(1);Statusflag;vPkw(t)(2);Statusflag;vPkw(t)(3);Statusflag;vLkw(t)(1);Statusflag;vLkw(t)(2);Statusflag;vLkw(t)(3);Statusflag;vgKfz(t)(1);Statusflag;vgKfz(t)(2);Statusflag;vgKfz(t)(3);Statusflag;b(t)(1);Statusflag;b(t)(2);Statusflag;b(t)(3);Statusflag;aLkw(1);Statusflag;aLkw(2);Statusflag;aLkw(3);Statusflag;kKfz(1);Statusflag;kKfz(2);Statusflag;kKfz(3);Statusflag;kLkw(1);Statusflag;kLkw(2);Statusflag;kLkw(3);Statusflag;kPkw(1);Statusflag;kPkw(2);Statusflag;kPkw(3);Statusflag;qB(1);Statusflag;qB(2);Statusflag;qB(3);Statusflag;kB(1);Statusflag;kB(2);Statusflag;kB(3);Statusflag;QKfz;Statusflag;QLkw;Statusflag;QPkw;Statusflag;VKfz;Statusflag;VLkw;Statusflag;VPkw;Statusflag;VgKfz;Statusflag;B;Statusflag;Bmax;Statusflag;SKfz;Statusflag;Alkw;Statusflag;KKfz;Statusflag;KLkw;Statusflag;KPkw;Statusflag;QB;Statusflag;KB;Statusflag;VDelta;Statusflag
3181500;1;555660;1;259560;1;2916540;1 nErf ;529080;1 nErf ;232200;1 nErf ;264960;1;26580;1;27360;1;65;1 nErf ;175;1 nErf ;31;0,97 Intp nErf ;62;1;184;1;47;0,97 Intp ;95;1;61;0,9409 Intp ;61;0,97 Intp ;119;1;66;1;74;1;31;0,97 Intp ;31;0,9409 Intp ;31;0,97 Intp ;8;1;5;1;11;1;48946;1;3175;1;8373;0,97 Intp ;2789;1;436;0,9409 Intp ;449;0,97 Intp ;47041;1;2875;1;4940;0,97 Intp ;3446460;1;589383;0,985225 Intp ;270504;0,985 Intp ;53022;1;3368;0,985225 Intp ;8726;0,95545 Intp ;23207465;1;819188;1;13620841;1;13;0,99 Intp ;35;0,9703 Intp ;21;0,99 Intp ;19;1;2006;0,9603 Intp ;31;0,97 Intp ;90;0,4962625 Intp ;4;1;1785190;0,99 Intp ;23405;0,9703 Intp ;648611;0,99 Intp ;15668811;0,990075 Intp ;1205293;0,98017425 Intp ;124;0,9925 Intp 
300360;1 Intp ;174420;1;300360;1;255;0 Fehl wMiL nErm nErf ;168900;1 nErf ;299280;1 nErf ;1080;1 Intp ;5520;1;1080;1;61;0,97 Intp nErf ;170;1 nErf ;192;1 nErf ;255;0 Fehl wMiL nErm ;172;1;192;1;255;0 Fehl wMiL nErm ;99;1;61;1;89;1;170;1;61;0,97 Intp ;31;0,97 Intp ;48;1;31;0,97 Intp ;0;1 Intp ;3;1;0;1;4924;0,97 Intp ;1026;1;1564;1;19;1;56;1;18;1;97;1;982;1;1559;1;255;0 Fehl nErm ;179698;1;303622;1;255;0 Fehl nErm ;1057;1;1581;1;23982605;1 Intp ;826868;1 Intp ;14089022;1;4;0,99 Intp ;1;1 Intp ;6;1;3;0,99 Intp ;2116;0,98 Intp ;48;1 Intp ;30;0,4962625 Intp ;3;1 Intp ;5995651;0,99 Intp ;826868;1 Intp ;2348170;1;16238879;1 Intp ;4059720;0,99 Intp ;74;0,9925 Intp 
345300;1 Intp ;459600;1;345300;1;255;0 Fehl wMiL nErm nErf ;448440;1 nErf ;325140;1 nErf ;20160;1 Intp ;11160;1;20160;1;238;1 nErf ;237;1 nErf ;79;1 nErf ;79;1 Intp ;243;1;79;1;101;1;61;0,9409 Intp ;83;1;173;1;81;1;128;1;255;0 Fehl Impl nErm ;31;0,9409 Intp ;31;0,97 Intp ;6;1 Intp ;2;1;6;1;1451;1 Intp ;1939;1;4371;1;200;1 Intp ;183;0,9409 Intp ;243;1;255;0 Fehl nErm ;1845;1;4116;1;255;0 Fehl nErm ;477875;0,985225 Intp ;353364;1;255;0 Fehl nErm ;2016;0,985225 Intp ;4473;1;25132805;1 Intp ;878348;1 Intp ;14862603;1;9;1 Intp ;5;0,9803 Intp ;9;1 Intp ;6;1 Intp ;2179;0,9703 Intp ;31;0,9409 Intp ;44;0,5 Intp ;3;1 Intp ;2792534;1 Intp ;175670;0,9803 Intp ;1651400;1 Intp ;17128741;0,995075 Intp ;1903193;0,995075 Intp ;64;1
255240;1 Intp ;31620;1;255240;1;255;0 Fehl wMiL nErm nErf ;14580;1 nErf ;235620;1 nErf ;19620;1 Intp ;17040;1;19620;1;1136;1 nErf ;69;1 nErf ;194;1 nErf ;205;1 Intp ;143;1;205;1;200;1;61;0,9409 Intp ;61;0,97 Intp ;108;1;139;1;82;1;31;0,9409 Intp ;54;1;31;0,97 Intp ;8;1 Intp ;54;1;8;1;225;1 Intp ;458;1;1316;1;98;1 Intp ;279;0,9409 Intp ;322;0,97 Intp ;255;0 Fehl nErm ;102;1;1149;1;255;0 Fehl nErm ;48873;0,985225 Intp ;319594;0,9925 Intp ;255;0 Fehl nErm ;708;0,985225 Intp ;1647;0,9925 Intp ;25674905;1 Intp ;934628;1 Intp ;15112804;1;13;1 Intp ;7;0,9703 Intp ;3;1 Intp ;2;1 Intp ;2295;0,9703 Intp ;54;1 Intp ;116;0,5 Intp ;4;1 Intp ;1974993;1 Intp ;133518;0,9703 Intp ;5037601;1 Intp ;17449374;0,992575 Intp ;1342260;0,992575 Intp ;690;1
250020;1 Intp ;177540;1;250020;1;255;0 Fehl wMiL nErm nErf ;171660;1 nErf ;226320;1 nErf ;23700;1 Intp ;5880;1;23700;1;1455;1 nErf ;91;1 nErf ;58;1 nErf ;255;0 Fehl wMiL nErm ;91;1;57;1;117;1;93;1;64;1;61;0,9409 Intp ;117;1;73;1;31;0,97 Intp ;31;0,97 Intp ;31;0,97 Intp ;9;1 Intp ;3;1;9;1;172;1 Intp ;1951;1;4311;1;203;1 Intp ;63;1;370;1;97;1;1886;1;3971;1;255;0 Fehl nErm ;180480;1;259500;1;255;0 Fehl nErm ;1983;1;4474;1;26352485;1 Intp ;987908;1 Intp ;15510785;1;15;1 Intp ;5;1 Intp ;2;1;2;0,9803 Intp ;2388;0,97 Intp ;31;0,97 Intp ;141;0,5 Intp ;4;1 Intp ;1756832;1 Intp ;197582;1 Intp ;7755392;1;17980555;1 Intp ;1198704;1 Intp ;832;1
2973300;1;2973300;1 Intp ;30180;0,97 Intp ;1962660;1 nErf ;255;0 Fehl wMiL nErm nErf ;5820;0,97 Intp nErf ;1010640;1;1010640;1 Intp ;11700;1;172;1 nErf ;84;1 nErf ;41;1 nErf ;163;1;163;1 Intp ;157;1;190;1;81;1;61;0,97 Intp ;61;0,97 Intp ;62;1;142;1;31;0,97 Intp ;31;1;31;0,97 Intp ;34;1;34;1 Intp ;39;1 Intp ;17287;1;35396;1 Intp ;736;0,97 Intp ;5319;1;12477;1 Intp ;192;0,97 Intp ;12041;1;255;0 Fehl nErm ;37;0,97 Intp ;3983940;1;255;0 Fehl nErm ;44664;0,9775 Intp ;23162;1;255;0 Fehl nErm ;1089;0,9775 Intp ;32329265;0,99 Intp ;3020888;1 Intp ;17479266;0,99 Intp ;24;0,9801 Intp ;91;0,99 Intp ;18;0,9801 Intp ;11;0,9702 Intp ;2481;0,98 Intp ;31;0,97 Intp ;71;0,4950745012 Intp ;9;0,99 Intp ;1347053;0,970299 Intp ;33197;0,99 Intp ;971070;0,970299 Intp ;25031486;0,987525 Intp ;1042979;0,9678732525 Intp ;70;1
255;0 Fehl wMiL nErm ;364680;1;206100;1;255;0 Fehl wMiL nErm nErf ;338100;1 nErf ;197460;1 nErf ;255;0 Fehl Intp Impl nErm ;26580;1;8640;1;255;0 Fehl nErm nErf ;213;1 nErf ;233;1 nErf ;239;1 Intp ;221;1;239;1;150;1;116;1;92;1;255;0 Fehl Impl nErm ;86;1;130;1;31;0,9409 Intp ;255;0 Fehl Impl nErm ;31;0,97 Intp ;255;0 Fehl nErm ;7;1;4;1;307;1;1712;1;885;1;255;0 Fehl nErm ;229;1;94;1;255;0 Fehl nErm ;1530;1;826;1;255;0 Fehl nErm ;395413;1;234958;1;79;1 Fehl nErm ;1856;1;1008;1;32900046;1;3056109;1;18014827;1;4;1;1;1;7;1 Intp ;2;1;2544;0,9703 Intp ;31;0,9409 Intp ;29;0,5 ;9;1;8225012;1;3056109;1;2573547;1 Intp ;26021832;1 Intp ;6505458;1 Intp ;135;1
255;0 Fehl wMiL nErm ;303240;1;481080;1;255;0 Fehl wMiL nErm nErf ;297000;1 nErf ;456720;1 nErf ;255;0 Fehl Intp Impl nErm ;6240;1;24360;1;255;0 Fehl nErm nErf ;122;1 nErf ;157;1 nErf ;255;0 Fehl wMiL nErm ;122;1;160;1;162;1;115;1;97;1;105;1;61;0,9409 Intp ;132;1;255;0 Fehl Impl nErm ;31;0,9409 Intp ;255;0 Fehl Impl nErm ;255;0 Fehl nErm ;2;1;5;1;307;1;2486;1;3064;1;255;0 Fehl nErm ;54;1;251;1;97;1;2434;1;2854;1;255;0 Fehl nErm ;306633;1;521518;1;0;1 Fehl nErm ;2513;1;3322;1;33684367;1;3086710;1;18768548;1;3;1;1;1;6;1;2;0,9803 Intp ;2577;0,9803 Intp ;31;0,9409 Intp ;23;0,5 ;9;1;11228122;1;3086710;1;3128091;1;26793994;1;8931331;1;87;1
30180;0,97 Intp ;303360;1;93180;1;6000;1 nErf ;298200;1 nErf ;88920;1 nErf ;0;1;5160;1;4260;1;120;1 nErf ;200;1 nErf ;138;1 nErf ;120;1;203;1;141;1;255;0 Fehl nErm ;61;0,97 Intp ;82;1;183;1;179;1;86;1;50;1;51;1;31;0,97 Intp ;0;1 Intp ;2;1;5;1;252;0,97 Intp ;1517;1;675;1;19;1;85;0,97 Intp ;52;1;50;1;1469;1;631;1;255;0 Fehl nErm ;310520;0,9925 Intp ;99911;1;255;0 Fehl nErm ;1553;0,9925 Intp ;724;1;34111087;0,99 Intp ;3096130;1;19161668;1;2;0,9801 Intp ;0;0,99 Intp ;4;1;2;0,9801 Intp ;2709;0,99 Intp ;51;1;21;0,4950745012 Intp ;9;0,99 Intp ;17055544;0,970299 Intp ;89;1;4790417;1;27149683;0,9975 Intp ;13574842;0,97764975 Intp ;73;1
30180;0,97 Intp ;115920;1;288480;1;6000;1 nErf ;94380;1 nErf ;279780;1 nErf ;0;1;21540;1;8700;1;120;1 nErf ;93;1 nErf ;102;1 nErf ;120;1;97;1;105;1;255;0 Fehl nErm ;76;1;61;0,97 Intp ;121;1;164;1;61;0,97 Intp ;49;1;54;1;31;0,97 Intp ;0;1 Intp ;19;1;3;1;252;0,97 Intp ;1246;1;2828;1;19;1;283;1;143;0,97 Intp ;50;1;973;1;2665;1;255;0 Fehl nErm ;129517;1;299616;0,9925 Intp ;255;0 Fehl nErm ;1393;1;2937;0,9925 Intp ;34545667;0,99 Intp ;3126370;1;19541828;1;1;0,9801 Intp ;1;0,99 Intp ;2;1;1;0,9702 Intp ;2843;0,99 Intp ;54;1;12;0,4950745012 Intp ;9;0,99 Intp ;34545667;0,970299 Intp ;3126370;0,99 Intp ;9770914;1;27420280;0,9975 Intp ;27420280;0,97764975 Intp ;20;1
32040;1;158640;1;78240;1;27960;1 nErf ;140580;1 nErf ;66180;1 nErf ;4080;1;18060;1;12060;1;218;1 nErf ;112;1 nErf ;152;1 nErf ;244;1;126;1;165;1;61;0,97 Intp ;61;0,9409 Intp ;81;1;64;1;91;1;61;0,97 Intp ;31;0,97 Intp ;31;0,97 Intp ;31;0,97 Intp ;13;1;11;1;15;1;147;1;1416;1;515;1;67;0,97 Intp ;296;0,9409 Intp ;149;1;115;1;1116;1;401;1;43586;0,9925 Intp ;175007;0,985225 Intp ;103325;1;200;0,9925 Intp ;1563;0,985225 Intp ;680;1;34814587;1;3160570;1;19776548;1;1;1;1;0,9703 Intp ;2;1;1;0,99 Intp ;2936;0,97 Intp ;31;0,97 Intp ;12;0,5 ;9;1;34814587;1;3160570;0,9703 Intp ;9888274;1;27741184;0,992575 Intp ;27741184;0,992575 Intp ;80;1
423000;1;331440;1;269520;1;405600;1 nErf ;320880;1 nErf ;239760;1 nErf ;17400;1;10560;1;29760;1;105;1 nErf ;161;1 nErf ;209;1 nErf ;107;1;163;1;222;1;61;0,97 Intp ;91;1;104;1;61;0,9409 Intp ;180;1;69;1;31;0,97 Intp ;37;1;255;0 Fehl Impl nErm ;4;1;3;1;11;1;4029;1;2059;1;1290;1;285;0,97 Intp ;116;1;286;1;3791;1;1969;1;1080;1;448404;0,9925 Intp ;341472;1;351658;1;4271;0,9925 Intp ;2121;1;1683;1;35838547;1;3218290;1;20742788;1;4;1;2;0,99 Intp ;7;1;3;0,9803 Intp ;3005;0,99 Intp ;37;1 Intp ;26;0,5 ;9;1;8959637;1;1609145;0,99 Intp ;2963255;1;29110342;0,9975 Intp ;7277586;0,9975 Intp ;53;1
489900;1;583320;1;451260;1;484980;1 nErf ;569820;1 nErf ;445740;1 nErf ;4920;1;13500;1;5520;1;115;1 nErf ;244;1 nErf ;206;1 nErf ;116;1;247;1;207;1;61;0,9409 Intp ;120;1;95;1;123;1;61;0,9409 Intp ;61;0,97 Intp ;34;1;31;0,9409 Intp ;31;0,97 Intp ;1;1;2;1;1;1;4260;1;2391;1;2191;1;81;0,9409 Intp ;112;1;58;1;4181;1;2307;1;2153;1;497526;0,985225 Intp ;600786;1;465833;1;4326;0,985225 Intp ;2462;1;2261;1;37363027;1;3242230;1;22243328;1;8;1;1;0,9803 Intp ;13;1;3;0,9703 Intp ;3101;0,9703 Intp ;34;1;39;0,5 ;9;1;4670378;1;3242230;0,9803 Intp ;1711025;1;31127038;0,995075 Intp ;3890880;0,995075 Intp ;93;1
583500;1;597480;1;227940;1;554280;1 nErf ;568800;1 nErf ;227400;1 nErf ;29220;1;28680;1;540;1;123;1 nErf ;108;1 nErf ;86;1 nErf ;129;1;108;1;86;1;61;0,9409 Intp ;118;1;120;1;61;0,97 Intp ;109;1;61;0,97 Intp ;31;0,9409 Intp ;31;0,9409 Intp ;36;1;5;1;5;1;0;1;4744;1;5532;1;2650;1;479;0,9409 Intp ;243;1;4;1;4297;1;5267;1;2644;1;632590;0,985225 Intp ;611820;1;228156;1;5143;0,985225 Intp ;5665;1;2653;1;38771947;1;3300670;1;23593808;1;4;1;2;0,9803 Intp ;6;1;3;0,98 Intp ;3199;0,9606 Intp ;36;1 Intp ;21;0,5 ;9;1;9692987;1;1650335;0,9803 Intp ;3932301;1;32109536;0,995075 Intp ;8027384;0,995075 Intp ;18;1
279780;1;103920;1;267180;1;266280;1 nErf ;102960;1 nErf ;241200;1 nErf ;13500;1;960;1;25980;1;61;0,97 Intp nErf ;248;1 nErf ;143;1 nErf ;47;0,9409 Intp ;249;1;152;1;118;1;116;1;61;0,97 Intp ;61;0,97 Intp ;61;0,9409 Intp ;78;1;55;1;31;0,97 Intp ;255;0 Fehl Impl nErm ;5;1;1;1;10;1;4587;0,97 Intp ;419;1;1868;1;114;1;8;1;426;0,97 Intp ;5666;0,9409 Intp ;413;1;1587;1;293280;0,985225 Intp ;105198;1;324856;0,9925 Intp ;4808;0,95566825 Intp ;424;1;2272;0,9925 Intp ;39422827;1;3341110;1;24204248;1;2;0,99 Intp ;1;0,99 Intp ;3;0,9803 Intp ;1;0,9703 Intp ;3286;0,99 Intp ;55;1;18;0,4962625 Intp ;8;1;19711414;0,99 Intp ;3341110;0,99 Intp ;8068083;0,9803 Intp ;32690667;0,992575 Intp ;16345334;0,98264925 Intp ;154;0,9925 Intp 
180120;1;62760;1;137160;1;178440;1 nErf ;46140;1 nErf ;136740;1 nErf ;1680;1;16620;1;420;1;176;1 nErf ;83;1 nErf ;63;1 nErf ;177;1;85;1;63;1;61;0,97 Intp ;78;1;61;0,97 Intp ;61;0,97 Intp ;61;0,9409 Intp ;61;0,97 Intp ;31;0,97 Intp ;42;1;56;1;1;1;26;1;0;1;1023;1;756;1;2177;1;28;0,97 Intp ;213;1;7;0,97 Intp ;1008;1;543;1;2170;1;183749;0,9925 Intp ;71797;1;137345;0,9925 Intp ;1044;0,9925 Intp ;865;1;2180;0,9925 Intp ;39802867;1;3359830;1;24565568;1;1;1;0;0,98 Intp ;2;1;1;0,9603 Intp ;3415;0,99 Intp ;56;1 Intp ;13;0,5 ;8;1;39802867;1;89;1;12282784;1;33099536;0,995 Intp ;33099536;0,995 Intp ;64;1
450120;1;476280;1;577620;1;439080;1 nErf ;457260;1 nErf ;554160;1 nErf ;11040;1;19020;1;23460;1;246;1 nErf ;108;1 nErf ;191;1 nErf ;252;1;109;1;197;1;61;0,97 Intp ;93;1;61;0,97 Intp ;183;1;122;1;94;1;31;0,9409 Intp ;48;1;31;0,97 Intp ;2;1;4;1;4;1;1830;1;4410;1;3024;1;181;0,97 Intp ;205;1;385;0,97 Intp ;1742;1;4195;1;2813;1;482246;0,9925 Intp ;487692;1;650815;0,9925 Intp ;1960;0,9925 Intp ;4516;1;3407;0,9925 Intp ;41306887;1;3413350;1;26016068;1;7;1;1;0,98 Intp ;10;1;5;1;3525;0,9703 Intp ;48;1 Intp ;35;0,5 ;8;1;5900984;1;3413350;0,98 Intp ;2601607;1;35163846;0,995 Intp ;5023407;0,995 Intp ;116;1
210900;1;91680;1;563640;1;186000;1 nErf ;82920;1 nErf ;549180;1 nErf ;24900;1;8760;1;14460;1;168;1 nErf ;136;1 nErf ;239;1 nErf ;190;1;138;1;244;1;61;0,9409 Intp ;119;1;61;0,97 Intp ;61;0,9409 Intp ;61;0,9409 Intp ;61;0,97 Intp ;50;1;255;0 Fehl Impl nErm ;31;0,97 Intp ;12;1;10;1;3;1;1255;1;674;1;2358;1;408;0,9409 Intp ;74;1;237;0,97 Intp ;979;1;601;1;2251;1;267921;0,985225 Intp ;97100;1;622348;0,9925 Intp ;1595;0,985225 Intp ;714;1;2604;0,9925 Intp ;42173107;1;3461470;1;26834168;1;4;1;1;0,9703 Intp ;7;1;1;0,9506 Intp ;3607;0,99 Intp ;50;1;30;0,5 ;8;1;10543277;1;3461470;0,9703 Intp ;3833453;1;35903219;0,992575 Intp ;8975805;0,992575 Intp ;60;1
465420;1;400200;1;407640;1;454920;1 nErf ;381120;1 nErf ;379080;1 nErf ;10500;1;19080;1;28560;1;61;0,97 Intp nErf ;229;1 nErf ;242;1 nErf ;47;0,9409 Intp ;236;1;253;1;81;1;98;1;97;1;61;0,97 Intp ;170;1;61;0,97 Intp ;31;0,97 Intp ;34;1;39;1;2;1;5;1;7;1;7630;0,97 Intp ;1748;1;1684;1;130;1;195;1;294;1;9679;0,9409 Intp ;1615;1;1498;1;475920;0,985225 Intp ;426196;1;508171;1;7802;0,95566825 Intp ;1861;1;2100;1;43446367;1;3519610;1;28049288;1;5;0,99 Intp ;2;1;7;0,9803 Intp ;3;0,98 Intp ;3711;0,99 Intp ;39;1 Intp ;32;0,4962625 Intp ;8;1;8689273;0,99 Intp ;1759805;1;4007041;0,9803 Intp ;37200274;0,995075 Intp ;7440055;0,98512425 Intp ;106;0,9925 Intp 
44580;1;143280;1;197760;1;36900;1 nErf ;60180;0,97 Intp nErf ;179880;1 nErf ;5340;0,97 Intp ;3300;1;17880;1;61;0,97 Intp nErf ;105;1 nErf ;199;0,97 Intp nErf ;47;0,9409 Intp ;105;1;197;0,97 Intp ;91;1;89;0,97 Intp ;93;1;97;0,9409 Intp ;61;0,9409 Intp ;97;0,97 Intp ;31;0,9409 Intp ;31;0,9409 Intp ;31;0,97 Intp ;12;0,9409 Intp ;2;1;9;1;731;0,97 Intp ;1365;1;994;0,97 Intp ;59;0,97 Intp ;37;0,97 Intp ;192;1;785;0,9409 Intp ;573;0,97 Intp ;913;0,97 Intp ;47580;0,97066825 Intp ;65460;0,9775 Intp ;242102;0,9925 Intp ;780;0,9415482025 Intp ;623;0,9775 Intp ;1217;0,962725 Intp ;43831987;1;3546130;0,99 Intp ;28326248;0,99 Intp ;1;0,98 Intp ;1;0,9702 Intp ;2;0,950697 Intp ;1;0,9506 Intp ;3804;0,9506 Intp ;31;0,9409 Intp ;15;0,49255 Intp ;8;0,99 Intp ;43831987;0,98 Intp ;3546130;0,960498 Intp ;14163124;0,94119003 Intp ;37262496;0,9704220075 Intp ;37262496;0,9510135673 Intp ;64;0,985 Intp 
119040;1;30180;0,97 Intp ;376380;1;116460;1 nErf ;5820;0,97 Intp nErf ;299820;0,97 Intp nErf ;2580;1;3540;0,97 Intp ;21720;1;157;0,97 Intp nErf ;74;1 nErf ;199;0,97 Intp nErf ;164;1;47;0,9409 Intp ;197;0,97 Intp ;61;0,97 Intp ;84;1;61;0,97 Intp ;83;1;61;0,9409 Intp ;76;1;39;1;31;0,9409 Intp ;47;1;2;1;12;0,9409 Intp ;6;1;758;0,97 Intp ;408;0,97 Intp ;1891;0,97 Intp ;42;0,97 Intp ;42;0,97 Intp ;356;0,97 Intp ;710;1;124;0,912673 Intp ;1522;0,9409 Intp ;124277;0,9925 Intp ;11130;0,95566825 Intp ;389306;0,97 Intp ;792;0,962725 Intp ;150;0,95566825 Intp ;1956;0,9409 Intp ;44357587;0,99 Intp ;3573970;0,99 Intp ;28748348;0,98 Intp ;2;0,9603 Intp ;0;0,9603 Intp ;3;0,93216718 Intp ;1;0,96118209 Intp ;3921;0,9803 Intp ;47;1;20;0,4877467587 Intp ;8;0,9801 Intp ;22178794;0,950697 Intp ;89;1;9582783;0,9135238364 Intp ;37897711;0,958385627 Intp ;18948856;0,9203377177 Intp ;100;0,985 Intp 
38460;1;119460;1;547500;1;19740;1 nErf ;60180;0,97 Intp nErf ;299820;0,97 Intp nErf ;5340;0,97 Intp ;3540;0,97 Intp ;240;1;129;1 nErf ;31;0,97 Intp nErf ;31;0,97 Intp nErf ;170;1;47;0,9409 Intp ;47;0,97 Intp ;86;1;89;0,97 Intp ;61;1;97;0,9409 Intp ;97;0,97 Intp ;61;0,97 Intp ;31;0,97 Intp ;31;0,9409 Intp ;49;1;14;0,9409 Intp ;3;0,9409 Intp ;0;1;298;1;3854;0,97 Intp ;17661;0,97 Intp ;62;0,97 Intp ;40;0,9409 Intp ;4;1;116;1;1280;0,912673 Intp ;6379;0,9409 Intp ;34906;0,985 Intp ;65490;0,94839325 Intp ;300156;0,9775 Intp ;271;0,985 Intp ;2113;0,9199414525 Intp ;9682;0,948175 Intp ;45063007;1;3583090;0,98 Intp ;29128088;0,98 Intp ;1;0,98 Intp ;0;0,950894 Intp ;1;0,93216718 Intp ;1;0,9603 Intp ;4032;0,9703 Intp ;49;1 Intp ;7;0,49255 Intp ;8;0,98 Intp ;45063007;0,98 Intp ;89;1;29128088;0,9135238364 Intp ;38157475;0,9513499891 Intp ;38157475;0,9323229893 Intp ;59;0,9775 Intp 
214980;1;300060;0,97 Intp ;150900;1;120180;0,97 Intp nErf ;60180;0,97 Intp nErf ;148380;1 nErf ;5340;0,97 Intp ;3540;0,97 Intp ;2520;1;71;1 nErf ;123;1 nErf ;54;1 nErf ;73;1;129;1;53;1;61;0,97 Intp ;61;0,97 Intp ;118;1;77;1;97;0,97 Intp ;97;0,97 Intp ;59;0,97 Intp ;31;0,9409 Intp ;31;0,97 Intp ;2;0,9409 Intp ;1;0,9409 Intp ;2;1;3028;1;2440;0,97 Intp ;2794;1;88;0,9409 Intp ;58;0,9409 Intp ;21;1;1646;0,97 Intp ;467;0,97 Intp ;2800;1;131501;0,962725 Intp ;66994;0,962725 Intp ;151908;1;1852;0,962725 Intp ;545;0,962725 Intp ;2813;1;45728947;0,99 Intp ;3594490;0,98 Intp ;29456828;0,98 Intp ;1;0,9801 Intp ;0;0,941388 Intp ;1;0,9604 Intp ;1;0,960597 Intp ;4153;0,9603 Intp ;59;0,97 Intp ;12;0,4950745012 Intp ;8;0,9702 Intp ;45728947;0,970299 Intp ;89;1;29456828;0,941192 Intp ;38514943;0,95593806 Intp ;38514943;0,9369148926 Intp ;59;1
292200;1;222480;1;576660;1;120180;0,97 Intp nErf ;60180;0,97 Intp nErf ;299820;0,97 Intp nErf ;5340;0,97 Intp ;3540;0,97 Intp ;22140;1;157;0,97 Intp nErf ;31;0,97 Intp nErf ;100;1 nErf ;197;0,97 Intp ;47;0,9409 Intp ;102;1;76;1;61;0,97 Intp ;61;0,97 Intp ;97;0,9409 Intp ;61;0,97 Intp ;61;0,97 Intp ;33;1;31;0,97 Intp ;31;0,97 Intp ;2;0,9409 Intp ;2;0,9409 Intp ;4;1;1861;0,97 Intp ;7177;0,97 Intp ;5767;1;70;0,97 Intp ;58;0,9409 Intp ;363;0,97 Intp ;610;0,9409 Intp ;1280;0,912673 Intp ;2939;0,97 Intp ;137321;0,962725 Intp ;65490;0,94839325 Intp ;348971;0,9775 Intp ;875;0,93384325 Intp ;2113;0,9199414525 Intp ;3490;0,9775 Intp ;46820287;1;3625510;0,98 Intp ;29937008;0,97 Intp ;2;0,98 Intp ;1;0,941094 Intp ;2;0,91295527 Intp ;2;0,9603 Intp ;4248;0,98 Intp ;33;1;17;0,49255 Intp ;8;0,98 Intp ;23410144;0,98 Intp ;3625510;0,92227212 Intp ;14968504;0,8855666119 Intp ;39073293;0,9392420712 Intp ;19536646;0,9204572297 Intp ;103;0,9775 Intp 
306720;1;300060;0,97 Intp ;133680;1;120180;0,97 Intp nErf ;60180;0,97 Intp nErf ;113760;1 nErf ;5340;0,97 Intp ;3540;0,97 Intp ;19920;1;61;0,97 Intp nErf ;80;1 nErf ;191;1 nErf ;47;0,97 Intp ;81;1;197;0,97 Intp ;61;0,97 Intp ;61;0,97 Intp ;69;1;97;0,9409 Intp ;97;0,97 Intp ;74;1;47;1;54;1;49;1;2;0,9409 Intp ;1;0,9409 Intp ;15;1;5028;0,97 Intp ;3751;0,97 Intp ;700;1;88;0,9409 Intp ;58;0,9409 Intp ;289;1;2557;0,9409 Intp ;743;0,97 Intp ;577;0,97 Intp ;130860;0,95545 Intp ;65932;0,962725 Intp ;192643;0,9925 Intp ;2145;0,9267865 Intp ;824;0,962725 Intp ;1009;0,9925 Intp ;47560747;0,99 Intp ;3654310;0,98 Intp ;30231128;0,98 Intp ;1;0,9702 Intp ;1;0,941388 Intp ;1;0,941094 Intp ;1;0,950994 Intp ;4398;1;54;1;13;0,4913983787 Intp ;8;0,9702 Intp ;47560747;0,960498 Intp ;3654310;0,92256024 Intp ;30231128;0,92227212 Intp ;39366903;0,95120809 Intp ;39366903;0,9228620889 Intp ;56;0,9925 Intp 
